full_address,council_area,property_type,development_zone_base,land_size_group,suburb,property_count,lot_size
"18 DUDLEY STREET, WEST MELBOURNE",MELBOURNE,UNIT,Mixed Use Zone,large_area,WEST MELBOURNE,7,Small
"61 MARNE STREET, SOUTH YARRA",MELBOURNE,UNIT,General Residential Zone,medium_area,SOUTH YARRA,7,Small
"36 DANIELL PLACE, KEW",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,KEW,7,Small
"36 PICKETT STREET, DANDENONG",GREATER DANDENONG,UNIT,Residential Growth Zone,medium_area,DANDENONG,7,Small
"6 VIEW STREET, PASCOE VALE",MERRI-BEK,UNIT,General Residential Zone,small_area,PASCOE VALE,7,Small
"6 DARCY LANE, KENSINGTON",MELBOURNE,UNIT,General Residential Zone,medium_area,KENSINGTON,7,Small
"219 BRIGHTON ROAD, ELWOOD",PORT PHILLIP,UNIT,General Residential Zone,small_area,ELWOOD,7,Small
"6 DOROTHY STREET, BRUNSWICK",MERRI-BEK,UNIT,Neighbourhood Residential Zone,medium_area,BRUNSWICK,7,Small
"180 MANNINGHAM ROAD, BULLEEN",MANNINGHAM,UNIT,Residential Growth Zone,small_area,BULLEEN,7,Small
"6 FARNHAM COURT, FLEMINGTON",MOONEE VALLEY,UNIT,General Residential Zone,small_area,FLEMINGTON,7,Small
"37 CRIMEA STREET, ST KILDA",PORT PHILLIP,UNIT,Neighbourhood Residential Zone,small_area,ST KILDA,7,Small
"6 GREIG COURT, ELWOOD",PORT PHILLIP,UNIT,General Residential Zone,medium_area,ELWOOD,7,Small
"6 INDUSTRY LANE, COBURG",MERRI-BEK,UNIT,Activity Centre Zone,large_area,COBURG,7,Small
"18 TAYLOR STREET, MOONEE PONDS",MOONEE VALLEY,UNIT,General Residential Zone,medium_area,MOONEE PONDS,7,Small
"18 STRATHALBYN STREET, KEW EAST",BOROONDARA,UNIT,General Residential Zone,medium_area,KEW EAST,7,Small
"6 NOBLE STREET, NOBLE PARK",GREATER DANDENONG,UNIT,Residential Growth Zone,small_area,NOBLE PARK,7,Small
"18 SOUTH TERRACE, CLIFTON HILL",YARRA,UNIT,Neighbourhood Residential Zone,medium_area,CLIFTON HILL,7,Small
"361 ROYAL PARADE, PARKVILLE",MELBOURNE,UNIT,Commercial 1 Zone,large_area,PARKVILLE,7,Small
"218 GORDON STREET, FOOTSCRAY",MARIBYRNONG,UNIT,General Residential Zone,small_area,FOOTSCRAY,7,Small
"361 GLENFERRIE ROAD, MALVERN",STONNINGTON,UNIT,General Residential Zone,medium_area,MALVERN,7,Small
"6 ST JAMES AVENUE, SPRINGVALE",GREATER DANDENONG,UNIT,Residential Growth Zone,medium_area,SPRINGVALE,7,Small
"219 ALMA ROAD, ST KILDA EAST",PORT PHILLIP,UNIT,Neighbourhood Residential Zone,medium_area,ST KILDA EAST,7,Small
"6 ST JAMES ROAD, ARMADALE",STONNINGTON,HOUSE,General Residential Zone,medium_area,ARMADALE,7,Small
"6 TURNER STREET, MOONEE PONDS",MOONEE VALLEY,HOUSE,General Residential Zone,small_area,MOONEE PONDS,7,Small
"1 ABBOTT STREET, ABBOTSFORD",YARRA,UNIT,Neighbourhood Residential Zone,small_area,ABBOTSFORD,7,Small
"999 RATHDOWNE STREET, CARLTON NORTH",YARRA,UNIT,General Residential Zone,large_area,CARLTON NORTH,7,Small
"12 HAROLD ROAD, SPRINGVALE SOUTH",GREATER DANDENONG,UNIT,General Residential Zone,small_area,SPRINGVALE SOUTH,7,Small
"109 THROUGH ROAD, CAMBERWELL",BOROONDARA,UNIT,General Residential Zone,medium_area,CAMBERWELL,7,Small
"14 MARINE PARADE, ST KILDA",PORT PHILLIP,HOUSE,General Residential Zone,medium_area,ST KILDA,7,Small
"122 GLEN HUNTLY ROAD, ELWOOD",PORT PHILLIP,HOUSE,General Residential Zone,small_area,ELWOOD,7,Small
"11 GORDON STREET, FOOTSCRAY",MARIBYRNONG,UNIT,Residential Growth Zone,medium_area,FOOTSCRAY,7,Small
"12 MARKET STREET, WEST FOOTSCRAY",MARIBYRNONG,UNIT,General Residential Zone,small_area,WEST FOOTSCRAY,7,Small
"14 CALLANDER ROAD, NOBLE PARK",GREATER DANDENONG,UNIT,General Residential Zone,small_area,NOBLE PARK,7,Small
"11 ROBINSON ROAD, HAWTHORN",BOROONDARA,UNIT,General Residential Zone,small_area,HAWTHORN,7,Small
"10 OSBORNE AVENUE, GLEN IRIS",STONNINGTON,UNIT,General Residential Zone,medium_area,GLEN IRIS,7,Small
"10 BROMHAM PLACE, RICHMOND",YARRA,UNIT,General Residential Zone,medium_area,RICHMOND,7,Small
"12 OSBORNE AVENUE, GLEN IRIS",STONNINGTON,UNIT,General Residential Zone,medium_area,GLEN IRIS,7,Small
"109 VICTORIA ROAD, HAWTHORN EAST",BOROONDARA,UNIT,General Residential Zone,medium_area,HAWTHORN EAST,7,Small
"12 NAVIGATOR STREET, MARIBYRNONG",MARIBYRNONG,UNIT,General Residential Zone,small_area,MARIBYRNONG,7,Small
"1349 TOORAK ROAD, CAMBERWELL",BOROONDARA,UNIT,Commercial 1 Zone,small_area,CAMBERWELL,7,Small
"100 DODDS STREET, SOUTHBANK",MELBOURNE,UNIT,Capital City Zone,large_area,SOUTHBANK,7,Small
"11 GLADSTONE PARADE, GLENROY",MERRI-BEK,UNIT,General Residential Zone,medium_area,GLENROY,7,Small
"13 PASSFIELD STREET, BRUNSWICK WEST",MERRI-BEK,UNIT,Neighbourhood Residential Zone,medium_area,BRUNSWICK WEST,7,Small
"1 SOMERS STREET, NOBLE PARK",GREATER DANDENONG,UNIT,General Residential Zone,small_area,NOBLE PARK,7,Small
"113 WILLIAMS ROAD, PRAHRAN",STONNINGTON,UNIT,Neighbourhood Residential Zone,small_area,PRAHRAN,7,Small
"1 BALFE CRESCENT, BRUNSWICK WEST",MERRI-BEK,HOUSE,Neighbourhood Residential Zone,small_area,BRUNSWICK WEST,7,Small
"123 BEACONSFIELD PARADE, ALBERT PARK",PORT PHILLIP,UNIT,General Residential Zone,medium_area,ALBERT PARK,7,Small
"11 WINIFRED STREET, ESSENDON",MOONEE VALLEY,UNIT,Commercial 1 Zone,small_area,ESSENDON,7,Small
"100 MILLSWYN STREET, SOUTH YARRA",MELBOURNE,UNIT,General Residential Zone,small_area,SOUTH YARRA,7,Small
"101 WATTLE VALLEY ROAD, CAMBERWELL",BOROONDARA,UNIT,General Residential Zone,small_area,CAMBERWELL,7,Small
"101 WOODLAND STREET, ESSENDON",MOONEE VALLEY,UNIT,General Residential Zone,medium_area,ESSENDON,7,Small
"133 BRIGHTON ROAD, ELWOOD",PORT PHILLIP,UNIT,General Residential Zone,medium_area,ELWOOD,7,Small
"1 ROTHESAY AVENUE, ELWOOD",PORT PHILLIP,UNIT,General Residential Zone,small_area,ELWOOD,7,Small
"1 ROYAL AVENUE, ESSENDON NORTH",MOONEE VALLEY,UNIT,General Residential Zone,small_area,ESSENDON NORTH,7,Small
"14 FINLAYSON STREET, MALVERN",STONNINGTON,UNIT,General Residential Zone,small_area,MALVERN,7,Small
"11 BROADWAY, ELWOOD",PORT PHILLIP,UNIT,Neighbourhood Residential Zone,small_area,ELWOOD,7,Small
"113 CHAPEL STREET, ST KILDA",PORT PHILLIP,UNIT,General Residential Zone,small_area,ST KILDA,7,Small
"1 MUNRO STREET, ARMADALE",STONNINGTON,UNIT,Neighbourhood Residential Zone,small_area,ARMADALE,7,Small
"13 ARKLE STREET, PRAHRAN",STONNINGTON,UNIT,General Residential Zone,small_area,PRAHRAN,7,Small
"108 MARY STREET, RICHMOND",YARRA,UNIT,General Residential Zone,medium_area,RICHMOND,7,Small
"1 MORELLO CIRCLE, DONCASTER EAST",MANNINGHAM,UNIT,Residential Growth Zone,small_area,DONCASTER EAST,7,Small
"10 POTTERY COURT, BRUNSWICK",MERRI-BEK,UNIT,Mixed Use Zone,large_area,BRUNSWICK,7,Small
"12 COURTNEY STREET, NORTH MELBOURNE",MELBOURNE,UNIT,Mixed Use Zone,large_area,NORTH MELBOURNE,7,Small
"135 CHANDLER ROAD, NOBLE PARK",GREATER DANDENONG,UNIT,General Residential Zone,small_area,NOBLE PARK,7,Small
"1068 LYGON STREET, CARLTON NORTH",YARRA,UNIT,General Residential Zone,large_area,CARLTON NORTH,7,Small
"12 EILEEN STREET, HADFIELD",MERRI-BEK,UNIT,Residential Growth Zone,small_area,HADFIELD,7,Small
"119 TENNYSON STREET, ELWOOD",PORT PHILLIP,HOUSE,General Residential Zone,small_area,ELWOOD,7,Small
"13 HUGHENDEN ROAD, ST KILDA EAST",PORT PHILLIP,UNIT,General Residential Zone,large_area,ST KILDA EAST,7,Small
"12 WEIR STREET, BALWYN",BOROONDARA,UNIT,General Residential Zone,small_area,BALWYN,7,Small
"13 JOLLEY STREET, BRUNSWICK WEST",MERRI-BEK,UNIT,General Residential Zone,small_area,BRUNSWICK WEST,7,Small
"10 DODS STREET, BRUNSWICK",MERRI-BEK,UNIT,Mixed Use Zone,small_area,BRUNSWICK,7,Small
"1 DALGETY STREET, ST KILDA",PORT PHILLIP,UNIT,Neighbourhood Residential Zone,small_area,ST KILDA,7,Small
"138 MELVILLE ROAD, BRUNSWICK WEST",MERRI-BEK,UNIT,Commercial 1 Zone,small_area,BRUNSWICK WEST,7,Small
"13 LEWISHAM ROAD, WINDSOR",STONNINGTON,UNIT,General Residential Zone,small_area,WINDSOR,7,Small
"118 HOLDEN STREET, FITZROY NORTH",YARRA,UNIT,Neighbourhood Residential Zone,small_area,FITZROY NORTH,7,Small
"14 RALEIGH STREET, ESSENDON",MOONEE VALLEY,UNIT,General Residential Zone,large_area,ESSENDON,7,Small
"1 TOORONGA ROAD, MALVERN EAST",STONNINGTON,UNIT,General Residential Zone,medium_area,MALVERN EAST,7,Small
"10 NEWSTEAD STREET, MARIBYRNONG",MARIBYRNONG,UNIT,General Residential Zone,medium_area,MARIBYRNONG,7,Small
"10 STATION STREET, FAIRFIELD",YARRA,UNIT,Neighbourhood Residential Zone,small_area,FAIRFIELD,7,Small
"119 RUSHALL CRESCENT, FITZROY NORTH",YARRA,UNIT,Neighbourhood Residential Zone,small_area,FITZROY NORTH,7,Small
"118 MORELAND ROAD, BRUNSWICK",MERRI-BEK,UNIT,General Residential Zone,small_area,BRUNSWICK,7,Small
"13 MARIBYRNONG ROAD, ASCOT VALE",MOONEE VALLEY,UNIT,General Residential Zone,medium_area,ASCOT VALE,7,Small
"12 SYDNEY STREET, PRAHRAN",STONNINGTON,UNIT,General Residential Zone,small_area,PRAHRAN,7,Small
"1 TAHARA ROAD, TOORAK",STONNINGTON,UNIT,General Residential Zone,medium_area,TOORAK,7,Small
"13 HAWKSBURN ROAD, SOUTH YARRA",STONNINGTON,UNIT,Neighbourhood Residential Zone,small_area,SOUTH YARRA,7,Small
"11 LANSDOWNE ROAD, ST KILDA EAST",PORT PHILLIP,UNIT,General Residential Zone,medium_area,ST KILDA EAST,7,Small
"14 NAVIGATOR STREET, MARIBYRNONG",MARIBYRNONG,UNIT,General Residential Zone,medium_area,MARIBYRNONG,7,Small
"1203 MALVERN ROAD, MALVERN",STONNINGTON,UNIT,General Residential Zone,medium_area,MALVERN,7,Small
"14 SPRINGFIELD AVENUE, TOORAK",STONNINGTON,UNIT,General Residential Zone,medium_area,TOORAK,7,Small
"1203 BURKE ROAD, KEW",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,KEW,7,Small
"11 DICKENS STREET, ELWOOD",PORT PHILLIP,UNIT,General Residential Zone,medium_area,ELWOOD,7,Small
"1 ELLIS STREET, RICHMOND",YARRA,UNIT,General Residential Zone,small_area,RICHMOND,7,Small
"11 ABERDEEN STREET, BRUNSWICK",MERRI-BEK,UNIT,Neighbourhood Residential Zone,medium_area,BRUNSWICK,7,Small
"1 LAKE GROVE, COBURG NORTH",MERRI-BEK,UNIT,General Residential Zone,small_area,COBURG NORTH,7,Small
"11 MCCULLOCH STREET, ESSENDON NORTH",MOONEE VALLEY,UNIT,General Residential Zone,medium_area,ESSENDON NORTH,7,Small
"1 LAKEVIEW TERRACE, TEMPLESTOWE LOWER",MANNINGHAM,UNIT,Residential Growth Zone,medium_area,TEMPLESTOWE LOWER,7,Small
"115 YORK STREET, PRAHRAN",STONNINGTON,UNIT,General Residential Zone,small_area,PRAHRAN,7,Small
"1 MARSHALL PLACE, CLIFTON HILL",YARRA,UNIT,Neighbourhood Residential Zone,small_area,CLIFTON HILL,7,Small
"10 CHARLES STREET, BRUNSWICK",MERRI-BEK,UNIT,Neighbourhood Residential Zone,medium_area,BRUNSWICK,7,Small
"13 GLENVALE ROAD, GLEN IRIS",STONNINGTON,UNIT,Neighbourhood Residential Zone,small_area,GLEN IRIS,7,Small
"105 WALPOLE STREET, KEW",BOROONDARA,UNIT,General Residential Zone,medium_area,KEW,7,Small
"139 NOONE STREET, CLIFTON HILL",YARRA,UNIT,Mixed Use Zone,medium_area,CLIFTON HILL,7,Small
"129 HODDLE STREET, RICHMOND",YARRA,UNIT,General Residential Zone,medium_area,RICHMOND,7,Small
"106 WOOD STREET, TEMPLESTOWE",MANNINGHAM,UNIT,General Residential Zone,small_area,TEMPLESTOWE,7,Small
"130 GLEN HUNTLY ROAD, ELWOOD",PORT PHILLIP,UNIT,General Residential Zone,small_area,ELWOOD,7,Small
"1 GILBERTSON STREET, ESSENDON",MOONEE VALLEY,UNIT,General Residential Zone,small_area,ESSENDON,7,Small
"1 CARNARVON STREET, DONCASTER",MANNINGHAM,UNIT,Activity Centre Zone,large_area,DONCASTER,7,Small
"126 MITCHELL STREET, BRUNSWICK EAST",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,BRUNSWICK EAST,7,Small
"100 THE PARADE, ASCOT VALE",MOONEE VALLEY,HOUSE,General Residential Zone,small_area,ASCOT VALE,7,Small
"1 GRANDISON STREET, MOONEE PONDS",MOONEE VALLEY,UNIT,General Residential Zone,medium_area,MOONEE PONDS,7,Small
"1 YORK STREET, PRAHRAN",STONNINGTON,UNIT,General Residential Zone,medium_area,PRAHRAN,7,Small
"127 RALEIGH ROAD, MARIBYRNONG",MARIBYRNONG,UNIT,General Residential Zone,medium_area,MARIBYRNONG,7,Small
"126 INKERMAN STREET, ST KILDA",PORT PHILLIP,UNIT,General Residential Zone,small_area,ST KILDA,7,Small
"1 BROOKFIELD COURT, HAWTHORN EAST",BOROONDARA,UNIT,General Residential Zone,medium_area,HAWTHORN EAST,7,Small
"128 GLEN HUNTLY ROAD, ELWOOD",PORT PHILLIP,UNIT,General Residential Zone,small_area,ELWOOD,7,Small
"1 HAMPTON PARADE, WEST FOOTSCRAY",MARIBYRNONG,UNIT,General Residential Zone,small_area,WEST FOOTSCRAY,7,Small
"14 GROVE ROAD, HAWTHORN",BOROONDARA,UNIT,Neighbourhood Residential Zone,medium_area,HAWTHORN,7,Small
"110 RUPERT STREET, WEST FOOTSCRAY",MARIBYRNONG,UNIT,General Residential Zone,small_area,WEST FOOTSCRAY,7,Small
"100 RAILWAY PLACE, WEST MELBOURNE",MELBOURNE,UNIT,General Residential Zone,small_area,WEST MELBOURNE,7,Small
"12 HUTTON STREET, DANDENONG",GREATER DANDENONG,UNIT,Residential Growth Zone,small_area,DANDENONG,7,Small
"128 MITCHELL STREET, BRUNSWICK EAST",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,BRUNSWICK EAST,7,Small
"108 RUPERT STREET, WEST FOOTSCRAY",MARIBYRNONG,UNIT,General Residential Zone,small_area,WEST FOOTSCRAY,7,Small
"103 MCCRAE STREET, DANDENONG",GREATER DANDENONG,UNIT,General Residential Zone,small_area,DANDENONG,7,Small
"1116 BURKE ROAD, BALWYN NORTH",BOROONDARA,UNIT,General Residential Zone,medium_area,BALWYN NORTH,7,Small
"125 VICTORIA STREET, BRUNSWICK EAST",MERRI-BEK,UNIT,Neighbourhood Residential Zone,medium_area,BRUNSWICK EAST,7,Small
"1 RAVENS GROVE, ST KILDA EAST",PORT PHILLIP,UNIT,General Residential Zone,small_area,ST KILDA EAST,7,Small
"112 JAMES STREET, TEMPLESTOWE",MANNINGHAM,UNIT,Commercial 1 Zone,large_area,TEMPLESTOWE,7,Small
"13 WASHINGTON STREET, ESSENDON",MOONEE VALLEY,UNIT,General Residential Zone,small_area,ESSENDON,7,Small
"1 GUMBRI PLACE, BRUNSWICK",MERRI-BEK,UNIT,Mixed Use Zone,small_area,BRUNSWICK,7,Small
"1082 BURKE ROAD, BALWYN NORTH",BOROONDARA,UNIT,General Residential Zone,medium_area,BALWYN NORTH,7,Small
"1 POTTER STREET, DANDENONG",GREATER DANDENONG,UNIT,Residential Growth Zone,medium_area,DANDENONG,7,Small
"1 GRACEDALE COURT, STRATHMORE",MOONEE VALLEY,UNIT,General Residential Zone,large_area,STRATHMORE,7,Small
"14 TIVOLI PLACE, SOUTH YARRA",MELBOURNE,UNIT,General Residential Zone,medium_area,SOUTH YARRA,7,Small
"14 PASCOE STREET, PASCOE VALE",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,PASCOE VALE,7,Small
"1 GRACE PARK AVENUE, SPRINGVALE",GREATER DANDENONG,UNIT,Commercial 1 Zone,medium_area,SPRINGVALE,7,Small
"108 PARK STREET, ST KILDA WEST",PORT PHILLIP,UNIT,Neighbourhood Residential Zone,small_area,ST KILDA WEST,7,Small
"1 GREY STREET, EAST MELBOURNE",MELBOURNE,UNIT,General Residential Zone,small_area,EAST MELBOURNE,7,Small
"1312 SYDNEY ROAD, FAWKNER",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,FAWKNER,6,Small
"650 ELIZABETH STREET, MELBOURNE",MELBOURNE,UNIT,Capital City Zone,small_area,MELBOURNE,6,Small
"89 BULLA ROAD, ESSENDON NORTH",MOONEE VALLEY,UNIT,General Residential Zone,medium_area,ESSENDON NORTH,6,Small
"11 EDDY STREET, CAMBERWELL",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,CAMBERWELL,6,Small
"31 GRICE CRESCENT, ESSENDON",MOONEE VALLEY,UNIT,General Residential Zone,small_area,ESSENDON,6,Small
"5 ARDOCH AVENUE, ST KILDA EAST",PORT PHILLIP,UNIT,General Residential Zone,large_area,ST KILDA EAST,6,Small
"18 SAN REMO DRIVE, AVONDALE HEIGHTS",MOONEE VALLEY,UNIT,General Residential Zone,small_area,AVONDALE HEIGHTS,6,Small
"31 FAVERSHAM ROAD, CANTERBURY",BOROONDARA,UNIT,General Residential Zone,large_area,CANTERBURY,6,Small
"420 WHITEHORSE ROAD, SURREY HILLS",BOROONDARA,UNIT,General Residential Zone,medium_area,SURREY HILLS,6,Small
"180 QUEENS PARADE, FITZROY NORTH",YARRA,UNIT,Neighbourhood Residential Zone,large_area,FITZROY NORTH,6,Small
"887 TOORAK ROAD, CAMBERWELL",BOROONDARA,UNIT,General Residential Zone,small_area,CAMBERWELL,6,Small
"31 EILDON ROAD, ST KILDA",PORT PHILLIP,UNIT,General Residential Zone,small_area,ST KILDA,6,Small
"193 MARIBYRNONG ROAD, ASCOT VALE",MOONEE VALLEY,UNIT,General Residential Zone,small_area,ASCOT VALE,6,Small
"181 POWER STREET, HAWTHORN",BOROONDARA,UNIT,Residential Growth Zone,medium_area,HAWTHORN,6,Small
"193 ROYAL PARADE, PARKVILLE",MELBOURNE,UNIT,Commercial 1 Zone,large_area,PARKVILLE,6,Small
"52 MOUBRAY STREET, ALBERT PARK",PORT PHILLIP,UNIT,Neighbourhood Residential Zone,small_area,ALBERT PARK,6,Small
"3 LANSELL COURT, TOORAK",STONNINGTON,UNIT,General Residential Zone,small_area,TOORAK,6,Small
"132 CHURCH STREET, HAWTHORN",BOROONDARA,UNIT,General Residential Zone,medium_area,HAWTHORN,6,Small
"31 BRUNSWICK ROAD, BRUNSWICK EAST",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,BRUNSWICK EAST,6,Small
"69 SPRING ROAD, SPRINGVALE SOUTH",GREATER DANDENONG,UNIT,General Residential Zone,small_area,SPRINGVALE SOUTH,6,Small
"195 TOORONGA ROAD, GLEN IRIS",STONNINGTON,UNIT,General Residential Zone,small_area,GLEN IRIS,6,Small
"5 ARMADALE STREET, ARMADALE",STONNINGTON,UNIT,General Residential Zone,small_area,ARMADALE,6,Small
"43 SHELLEY STREET, ELWOOD",PORT PHILLIP,HOUSE,Neighbourhood Residential Zone,small_area,ELWOOD,6,Small
"88 WARRIGAL ROAD, SURREY HILLS",BOROONDARA,UNIT,Neighbourhood Residential Zone,medium_area,SURREY HILLS,6,Small
"180 RIVERSDALE ROAD, HAWTHORN",BOROONDARA,UNIT,Residential Growth Zone,medium_area,HAWTHORN,6,Small
"52 MIRAMS STREET, ASCOT VALE",MOONEE VALLEY,UNIT,General Residential Zone,medium_area,ASCOT VALE,6,Small
"3 IRVING STREET, MALVERN",STONNINGTON,UNIT,General Residential Zone,medium_area,MALVERN,6,Small
"423 BRUNSWICK ROAD, BRUNSWICK WEST",MERRI-BEK,UNIT,Neighbourhood Residential Zone,medium_area,BRUNSWICK WEST,6,Small
"885 DRUMMOND STREET, CARLTON NORTH",YARRA,UNIT,Neighbourhood Residential Zone,medium_area,CARLTON NORTH,6,Small
"18 WESTBURY STREET, ST KILDA EAST",PORT PHILLIP,UNIT,General Residential Zone,medium_area,ST KILDA EAST,6,Small
"18 WELLS STREET, SOUTHBANK",MELBOURNE,UNIT,Mixed Use Zone,large_area,SOUTHBANK,6,Small
"5 FERMANAGH ROAD, CAMBERWELL",BOROONDARA,UNIT,Neighbourhood Residential Zone,medium_area,CAMBERWELL,6,Small
"19 RAKAIA WAY, DOCKLANDS",MELBOURNE,UNIT,Docklands Zone,large_area,DOCKLANDS,6,Small
"5 FIRTH STREET, DONCASTER",MANNINGHAM,UNIT,Activity Centre Zone,medium_area,DONCASTER,6,Small
"65 BLAXLAND DRIVE, DANDENONG NORTH",GREATER DANDENONG,UNIT,General Residential Zone,small_area,DANDENONG NORTH,6,Small
"31 WALPOLE STREET, KEW",BOROONDARA,UNIT,General Residential Zone,medium_area,KEW,6,Small
"18 LEOPOLD STREET, SOUTH YARRA",MELBOURNE,UNIT,General Residential Zone,medium_area,SOUTH YARRA,6,Small
"18 LANSELL ROAD, TOORAK",STONNINGTON,UNIT,General Residential Zone,large_area,TOORAK,6,Small
"199 NICHOLSON STREET, COBURG",MERRI-BEK,UNIT,General Residential Zone,small_area,COBURG,6,Small
"18 ISLINGTON STREET, COLLINGWOOD",YARRA,UNIT,Commercial 1 Zone,large_area,COLLINGWOOD,6,Small
"3 HARGREAVES CRESCENT, BRAYBROOK",MARIBYRNONG,UNIT,General Residential Zone,medium_area,BRAYBROOK,6,Small
"695 BARKLY STREET, WEST FOOTSCRAY",MARIBYRNONG,UNIT,General Residential Zone,small_area,WEST FOOTSCRAY,6,Small
"2 ALAMEIN STREET, NOBLE PARK",GREATER DANDENONG,UNIT,General Residential Zone,small_area,NOBLE PARK,6,Small
"131 CHANDLER ROAD, NOBLE PARK",GREATER DANDENONG,UNIT,General Residential Zone,small_area,NOBLE PARK,6,Small
"31 THE ESPLANADE, MARIBYRNONG",MARIBYRNONG,UNIT,General Residential Zone,medium_area,MARIBYRNONG,6,Small
"119 RIVERSDALE ROAD, HAWTHORN",BOROONDARA,UNIT,Residential Growth Zone,medium_area,HAWTHORN,6,Small
"312 DANDENONG ROAD, ST KILDA EAST",PORT PHILLIP,UNIT,General Residential Zone,small_area,ST KILDA EAST,6,Small
"312 TOORONGA ROAD, GLEN IRIS",STONNINGTON,UNIT,General Residential Zone,small_area,GLEN IRIS,6,Small
"119 NORTHUMBERLAND ROAD, PASCOE VALE",MERRI-BEK,UNIT,Neighbourhood Residential Zone,medium_area,PASCOE VALE,6,Small
"10 DALEY STREET, ELWOOD",PORT PHILLIP,HOUSE,General Residential Zone,small_area,ELWOOD,6,Small
"648 HIGH STREET, PRAHRAN",STONNINGTON,UNIT,Residential Growth Zone,medium_area,PRAHRAN,6,Small
"18 GILLIES STREET, ESSENDON NORTH",MOONEE VALLEY,UNIT,General Residential Zone,small_area,ESSENDON NORTH,6,Small
"42 PRINCES HIGHWAY, DANDENONG",GREATER DANDENONG,HOUSE,Residential Growth Zone,medium_area,DANDENONG,6,Small
"31 TOURELLO AVENUE, HAWTHORN EAST",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,HAWTHORN EAST,6,Small
"11 EGGINTON STREET, BRUNSWICK WEST",MERRI-BEK,UNIT,General Residential Zone,medium_area,BRUNSWICK WEST,6,Small
"31 MERCER ROAD, ARMADALE",STONNINGTON,UNIT,General Residential Zone,medium_area,ARMADALE,6,Small
"65 ORMOND ROAD, ELWOOD",PORT PHILLIP,UNIT,Residential Growth Zone,small_area,ELWOOD,6,Small
"18 ORANGE GROVE, BALACLAVA",PORT PHILLIP,UNIT,Neighbourhood Residential Zone,medium_area,BALACLAVA,6,Small
"42 THE PARADE, ASCOT VALE",MOONEE VALLEY,UNIT,General Residential Zone,medium_area,ASCOT VALE,6,Small
"31 OLYMPIC AVENUE, SPRINGVALE SOUTH",GREATER DANDENONG,UNIT,General Residential Zone,small_area,SPRINGVALE SOUTH,6,Small
"1311 TOORAK ROAD, CAMBERWELL",BOROONDARA,UNIT,Neighbourhood Residential Zone,medium_area,CAMBERWELL,6,Small
"31 ORANGE GROVE, BALACLAVA",PORT PHILLIP,UNIT,Neighbourhood Residential Zone,small_area,BALACLAVA,6,Small
"31 ORLANDO CRESCENT, KEYSBOROUGH",GREATER DANDENONG,UNIT,General Residential Zone,small_area,KEYSBOROUGH,6,Small
"65 PEARSON STREET, BRUNSWICK WEST",MERRI-BEK,UNIT,Mixed Use Zone,small_area,BRUNSWICK WEST,6,Small
"18 MYAMYN STREET, ARMADALE",STONNINGTON,UNIT,General Residential Zone,medium_area,ARMADALE,6,Small
"31 RALEIGH STREET, ESSENDON",MOONEE VALLEY,UNIT,General Residential Zone,small_area,ESSENDON,6,Small
"693 ORRONG ROAD, TOORAK",STONNINGTON,UNIT,General Residential Zone,medium_area,TOORAK,6,Small
"892 BURKE ROAD, CANTERBURY",BOROONDARA,UNIT,General Residential Zone,medium_area,CANTERBURY,6,Small
"1310 SYDNEY ROAD, FAWKNER",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,FAWKNER,6,Small
"18 MCLEAN STREET, BRUNSWICK WEST",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,BRUNSWICK WEST,6,Small
"31 ROTHERWOOD STREET, RICHMOND",YARRA,UNIT,Neighbourhood Residential Zone,small_area,RICHMOND,6,Small
"3 HOPE STREET, GLEN IRIS",STONNINGTON,UNIT,General Residential Zone,small_area,GLEN IRIS,6,Small
"3 HICKFORD STREET, BRUNSWICK EAST",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,BRUNSWICK EAST,6,Small
"1193 HEATHERTON ROAD, NOBLE PARK",GREATER DANDENONG,UNIT,General Residential Zone,medium_area,NOBLE PARK,6,Small
"65 GEORGE STREET, DONCASTER EAST",MANNINGHAM,UNIT,General Residential Zone,small_area,DONCASTER EAST,6,Small
"197 AUBURN ROAD, HAWTHORN",BOROONDARA,UNIT,General Residential Zone,medium_area,HAWTHORN,6,Small
"10 CARMICHAEL STREET, WEST FOOTSCRAY",MARIBYRNONG,UNIT,General Residential Zone,medium_area,WEST FOOTSCRAY,6,Small
"1 ELM STREET, HAWTHORN",BOROONDARA,UNIT,General Residential Zone,medium_area,HAWTHORN,6,Small
"68 WESTBURY STREET, ST KILDA EAST",PORT PHILLIP,UNIT,General Residential Zone,medium_area,ST KILDA EAST,6,Small
"674 MALVERN ROAD, PRAHRAN",STONNINGTON,UNIT,Residential Growth Zone,large_area,PRAHRAN,6,Small
